😀	grand sourire, large sourire, visage, visage avec large sourire
💁‍♂	aide, assistant, concierge, guichetier, homme, information, réceptionniste
💁🏻‍♂	aide, assistant, concierge, guichetier, guichetier : peau claire, homme, information, peau claire, réceptionniste
💁🏼‍♂	aide, assistant, concierge, guichetier, guichetier : peau modérément claire, homme, information, peau modérément claire, réceptionniste
💁🏽‍♂	aide, assistant, concierge, guichetier, guichetier : peau légèrement mate, homme, information, peau légèrement mate, réceptionniste
💁🏾‍♂	aide, assistant, concierge, guichetier, guichetier : peau modérément foncée, homme, information, peau modérément foncée, réceptionniste
💁🏿‍♂	aide, assistant, concierge, guichetier, guichetier : peau foncée, homme, information, peau foncée, réceptionniste
💁‍♀	aide, assistante, concierge, femme, guichetière, information, réceptionniste
💁🏻‍♀	aide, assistante, concierge, femme, guichetière, guichetière : peau claire, information, peau claire, réceptionniste
💁🏼‍♀	aide, assistante, concierge, femme, guichetière, guichetière : peau modérément claire, information, peau modérément claire, réceptionniste
💁🏽‍♀	aide, assistante, concierge, femme, guichetière, guichetière : peau légèrement mate, information, peau légèrement mate, réceptionniste
💁🏾‍♀	aide, assistante, concierge, femme, guichetière, guichetière : peau modérément foncée, information, peau modérément foncée, réceptionniste
💁🏿‍♀	aide, assistante, concierge, femme, guichetière, guichetière : peau foncée, information, peau foncée, réceptionniste
🙋🏻	personne qui lève la main : peau claire
🙋🏼	content, geste, levée, main, peau modérément claire, personne qui lève la main, personne qui lève la main : peau modérément claire
🙋🏽	personne qui lève la main : peau légèrement mate
🙋🏾	content, geste, levée, main, peau modérément foncée, personne qui lève la main, personne qui lève la main : peau modérément foncée
🙋🏿	personne qui lève la main : peau foncée
🙋🏻‍♂	homme qui lève la main : peau claire
🙋🏼‍♂	geste, homme, homme qui lève la main, homme qui lève la main : peau modérément claire, main levée, peau modérément claire
🙋🏽‍♂	homme qui lève la main : peau légèrement mate
🙋🏾‍♂	geste, homme, homme qui lève la main, homme qui lève la main : peau modérément foncée, main levée, peau modérément foncée
🙋🏿‍♂	homme qui lève la main : peau foncée
🙋🏻‍♀	femme qui lève la main : peau claire
🙋🏼‍♀	femme, femme qui lève la main, femme qui lève la main : peau modérément claire, geste, main levée, peau modérément claire
🙋🏽‍♀	femme qui lève la main : peau légèrement mate
🙋🏾‍♀	femme, femme qui lève la main, femme qui lève la main : peau modérément foncée, geste, main levée, peau modérément foncée
🙋🏿‍♀	femme qui lève la main : peau foncée
🧏🏻	personne sourde : peau claire
🧏🏼	accessibilité, entendre, malentendant, oreille, peau modérément claire, personne sourde, personne sourde : peau modérément claire, sourd
🧏🏽	personne sourde : peau légèrement mate
🧏🏾	accessibilité, entendre, malentendant, oreille, peau modérément foncée, personne sourde, personne sourde : peau modérément foncée, sourd
🧏🏿	personne sourde : peau foncée
🧏🏻‍♂	homme sourd : peau claire
🧏🏼‍♂	accessibilité, entendre, homme sourd, homme sourd : peau modérément claire, malentendant, oreille, peau modérément claire, sourd
🧏🏽‍♂	homme sourd : peau légèrement mate
🧏🏾‍♂	accessibilité, entendre, homme sourd, homme sourd : peau modérément foncée, malentendant, oreille, peau modérément foncée, sourd
🧏🏿‍♂	homme sourd : peau foncée
🧏‍♀	femme, malentendante, sourde
🧏🏻‍♀	femme, femme sourde : peau claire, malentendante, peau claire, sourde
🧏🏼‍♀	femme, femme sourde : peau modérément claire, malentendante, peau modérément claire, sourde
🧏🏽‍♀	femme, femme sourde : peau légèrement mate, malentendante, peau légèrement mate, sourde
🧏🏾‍♀	femme, femme sourde : peau modérément foncée, malentendante, peau modérément foncée, sourde
🧏🏿‍♀	femme, femme sourde : peau foncée, malentendante, peau foncée, sourde
🙇	courbette, désolé, excuses, incliné, personne qui s’incline
🙇🏻	courbette, désolé, excuses, incliné, peau claire, personne qui s’incline, personne qui s’incline : peau claire
🙇🏼	courbette, désolé, excuses, incliné, peau modérément claire, personne qui s’incline, personne qui s’incline : peau modérément claire
🙇🏽	courbette, désolé, excuses, incliné, peau légèrement mate, personne qui s’incline, personne qui s’incline : peau légèrement mate
🙇🏾	courbette, désolé, excuses, incliné, peau modérément foncée, personne qui s’incline, personne qui s’incline : peau modérément foncée
🙇🏿	courbette, désolé, excuses, incliné, peau foncée, personne qui s’incline, personne qui s’incline : peau foncée
🙇‍♂	courbette, désolé, excuses, homme, homme qui s’incline, incliné
🙇🏻‍♂	courbette, désolé, excuses, homme, homme qui s’incline, homme qui s’incline : peau claire, incliné, peau claire
🙇🏼‍♂	courbette, désolé, excuses, homme, homme qui s’incline, homme qui s’incline : peau modérément claire, incliné, peau modérément claire
🙇🏽‍♂	courbette, désolé, excuses, homme, homme qui s’incline, homme qui s’incline : peau légèrement mate, incliné, peau légèrement mate
🙇🏾‍♂	courbette, désolé, excuses, homme, homme qui s’incline, homme qui s’incline : peau modérément foncée, incliné, peau modérément foncée
🙇🏿‍♂	courbette, désolé, excuses, homme, homme qui s’incline, homme qui s’incline : peau foncée, incliné, peau foncée
🙇‍♀	courbette, désolée, excuses, femme, femme qui s’incline, homme qui s’incline, inclinée
🙇🏻‍♀	courbette, désolée, excuses, femme, femme qui s’incline, femme qui s’incline : peau claire, homme qui s’incline, inclinée, peau claire
🙇🏼‍♀	courbette, désolée, excuses, femme, femme qui s’incline, femme qui s’incline : peau modérément claire, homme qui s’incline, inclinée, peau modérément claire
🙇🏽‍♀	courbette, désolée, excuses, femme, femme qui s’incline, femme qui s’incline : peau légèrement mate, homme qui s’incline, inclinée, peau légèrement mate
🙇🏾‍♀	courbette, désolée, excuses, femme, femme qui s’incline, femme qui s’incline : peau modérément foncée, homme qui s’incline, inclinée, peau modérément foncée
🙇🏿‍♀	courbette, désolée, excuses, femme, femme qui s’incline, femme qui s’incline : peau foncée, homme qui s’incline, inclinée, peau foncée
🤦	exaspération, incroyable, main, personne avec paume de la main sur le visage, visage
🤦🏻	exaspération, incroyable, main, peau claire, personne avec paume de la main sur le visage, personne avec paume de la main sur le visage : peau claire, visage
🤦🏼	exaspération, incroyable, main, peau modérément claire, personne avec paume de la main sur le visage, personne avec paume de la main sur le visage : peau modérément claire, visage
🤦🏽	exaspération, incroyable, main, peau légèrement mate, personne avec paume de la main sur le visage, personne avec paume de la main sur le visage : peau légèrement mate, visage
🤦🏾	exaspération, incroyable, main, peau modérément foncée, personne avec paume de la main sur le visage, personne avec paume de la main sur le visage : peau modérément foncée, visage
🤦🏿	exaspération, incroyable, main, peau foncée, personne avec paume de la main sur le visage, personne avec paume de la main sur le visage : peau foncée, visage
🤦‍♂	exaspération, homme, homme avec paume de la main sur le visage, incroyable, main, visage
🤦🏻‍♂	exaspération, homme, homme avec paume de la main sur le visage, homme avec paume de la main sur le visage : peau claire, incroyable, main, peau claire, visage
🤦🏼‍♂	exaspération, homme, homme avec paume de la main sur le visage, homme avec paume de la main sur le visage : peau modérément claire, incroyable, main, peau modérément claire, visage
🤦🏽‍♂	exaspération, homme, homme avec paume de la main sur le visage, homme avec paume de la main sur le visage : peau légèrement mate, incroyable, main, peau légèrement mate, visage
🤦🏾‍♂	exaspération, homme, homme avec paume de la main sur le visage, homme avec paume de la main sur le visage : peau modérément foncée, incroyable, main, peau modérément foncée, visage
🤦🏿‍♂	exaspération, homme, homme avec paume de la main sur le visage, homme avec paume de la main sur le visage : peau foncée, incroyable, main, peau foncée, visage
🤦‍♀	exaspération, femme, femme avec paume de la main sur le visage, incroyable, main, visage
🤦🏻‍♀	exaspération, femme, femme avec paume de la main sur le visage, femme avec paume de la main sur le visage : peau claire, incroyable, main, peau claire, visage
🤦🏼‍♀	exaspération, femme, femme avec paume de la main sur le visage, femme avec paume de la main sur le visage : peau modérément claire, incroyable, main, peau modérément claire, visage
🤦🏽‍♀	exaspération, femme, femme avec paume de la main sur le visage, femme avec paume de la main sur le visage : peau légèrement mate, incroyable, main, peau légèrement mate, visage
🤦🏾‍♀	exaspération, femme, femme avec paume de la main sur le visage, femme avec paume de la main sur le visage : peau modérément foncée, incroyable, main, peau modérément foncée, visage
🤦🏿‍♀	exaspération, femme, femme avec paume de la main sur le visage, femme avec paume de la main sur le visage : peau foncée, incroyable, main, peau foncée, visage
🤷🏻	personne qui hausse les épaules : peau claire
🤷🏼	doute, haussement d’épaules, ignorance, indifférence, peau modérément claire, personne qui hausse les épaules, personne qui hausse les épaules : peau modérément claire
🤷🏽	personne qui hausse les épaules : peau légèrement mate
🤷🏾	doute, haussement d’épaules, ignorance, indifférence, peau modérément foncée, personne qui hausse les épaules, personne qui hausse les épaules : peau modérément foncée
🤷🏿	personne qui hausse les épaules : peau foncée
🤷🏻‍♂	homme qui hausse les épaules : peau claire
🤷🏼‍♂	haussement, homme, homme qui hausse les épaules, homme qui hausse les épaules : peau modérément claire, ignorance, indifférence, peau modérément claire
🤷🏽‍♂	homme qui hausse les épaules : peau légèrement mate
🤷🏾‍♂	haussement, homme, homme qui hausse les épaules, homme qui hausse les épaules : peau modérément foncée, ignorance, indifférence, peau modérément foncée
🤷🏿‍♂	homme qui hausse les épaules : peau foncée
🤷🏻‍♀	femme qui hausse les épaules : peau claire
🤷🏼‍♀	femme, femme qui hausse les épaules, femme qui hausse les épaules : peau modérément claire, haussement, ignorance, indifférence, peau modérément claire
🤷🏽‍♀	femme qui hausse les épaules : peau légèrement mate
🤷🏾‍♀	femme, femme qui hausse les épaules, femme qui hausse les épaules : peau modérément foncée, haussement, ignorance, indifférence, peau modérément foncée
🤷🏿‍♀	femme qui hausse les épaules : peau foncée
🧑‍⚕	docteur, infirmier, médecin, professionnel de la santé, professionnel de la santé (tous genres), santé, thérapeute
🧑🏻‍⚕	docteur, infirmier, médecin, peau claire, professionnel de la santé, professionnel de la santé (tous genres), professionnel de la santé : peau claire, santé, thérapeute
🧑🏼‍⚕	docteur, infirmier, médecin, peau modérément claire, professionnel de la santé, professionnel de la santé (tous genres), professionnel de la santé : peau modérément claire, santé, thérapeute
🧑🏽‍⚕	docteur, infirmier, médecin, peau légèrement mate, professionnel de la santé, professionnel de la santé (tous genres), professionnel de la santé : peau légèrement mate, santé, thérapeute
🧑🏾‍⚕	docteur, infirmier, médecin, peau modérément foncée, professionnel de la santé, professionnel de la santé (tous genres), professionnel de la santé : peau modérément foncée, santé, thérapeute
🧑🏿‍⚕	docteur, infirmier, médecin, peau foncée, professionnel de la santé, professionnel de la santé (tous genres), professionnel de la santé : peau foncée, santé, thérapeute
👨‍⚕	docteur, homme, infirmier, professionnel de la santé, professionnel de la santé homme, santé
👨🏻‍⚕	docteur, homme, infirmier, peau claire, professionnel de la santé, professionnel de la santé homme, professionnel de la santé homme : peau claire, santé
👨🏼‍⚕	docteur, homme, infirmier, peau modérément claire, professionnel de la santé, professionnel de la santé homme, professionnel de la santé homme : peau modérément claire, santé
👨🏽‍⚕	docteur, homme, infirmier, peau légèrement mate, professionnel de la santé, professionnel de la santé homme, professionnel de la santé homme : peau légèrement mate, santé
👨🏾‍⚕	docteur, homme, infirmier, peau modérément foncée, professionnel de la santé, professionnel de la santé homme, professionnel de la santé homme : peau modérément foncée, santé
👨🏿‍⚕	docteur, homme, infirmier, peau foncée, professionnel de la santé, professionnel de la santé homme, professionnel de la santé homme : peau foncée, santé
👩🏻‍⚕	professionnelle de la santé : peau claire
👩🏼‍⚕	docteur, femme, infirmière, peau modérément claire, professionnelle de la santé, professionnelle de la santé : peau modérément claire, santé
👩🏽‍⚕	professionnelle de la santé : peau légèrement mate
👩🏾‍⚕	docteur, femme, infirmière, peau modérément foncée, professionnelle de la santé, professionnelle de la santé : peau modérément foncée, santé
👩🏿‍⚕	professionnelle de la santé : peau foncée
🧑‍🎓	diplômé, étudiant, étudiant universitaire
🧑🏻‍🎓	diplômé, peau claire, étudiant, étudiant universitaire, étudiant universitaire : peau claire
🧑🏼‍🎓	diplômé, peau modérément claire, étudiant, étudiant universitaire, étudiant universitaire : peau modérément claire
🧑🏽‍🎓	diplômé, peau légèrement mate, étudiant, étudiant universitaire, étudiant universitaire : peau légèrement mate
🧑🏾‍🎓	diplômé, peau modérément foncée, étudiant, étudiant universitaire, étudiant universitaire : peau modérément foncée
🧑🏿‍🎓	diplômé, peau foncée, étudiant, étudiant universitaire, étudiant universitaire : peau foncée
👨🏻‍🎓	étudiant : peau claire
👨🏼‍🎓	diplômé, homme, peau modérément claire, étudiant, étudiant : peau modérément claire
👨🏽‍🎓	étudiant : peau légèrement mate
👨🏾‍🎓	diplômé, homme, peau modérément foncée, étudiant, étudiant : peau modérément foncée
👨🏿‍🎓	étudiant : peau foncée
👩🏻‍🎓	étudiante : peau claire
👩🏼‍🎓	diplômée, femme, peau modérément claire, étudiante, étudiante : peau modérément claire
👩🏽‍🎓	étudiante : peau légèrement mate
👩🏾‍🎓	diplômée, femme, peau modérément foncée, étudiante, étudiante : peau modérément foncée
👩🏿‍🎓	étudiante : peau foncée
🧑‍🏫	enseignant, instituteur, professeur
🧑🏻‍🏫	enseignant, instituteur, peau claire, professeur, professeur : peau claire
🧑🏼‍🏫	enseignant, instituteur, peau modérément claire, professeur, professeur : peau modérément claire
🧑🏽‍🏫	enseignant, instituteur, peau légèrement mate, professeur, professeur : peau légèrement mate
🧑🏾‍🏫	enseignant, instituteur, peau modérément foncée, professeur, professeur : peau modérément foncée
🧑🏿‍🏫	enseignant, instituteur, peau foncée, professeur, professeur : peau foncée
👨🏻‍🏫	enseignant : peau claire
👨🏼‍🏫	enseignant, enseignant : peau modérément claire, homme, instituteur, instructeur, peau modérément claire, professeur
👨🏽‍🏫	enseignant : peau légèrement mate
👨🏾‍🏫	enseignant, enseignant : peau modérément foncée, homme, instituteur, instructeur, peau modérément foncée, professeur
👨🏿‍🏫	enseignant : peau foncée
👩🏻‍🏫	enseignante : peau claire
👩🏼‍🏫	enseignante, enseignante : peau modérément claire, femme, institutrice, instructrice, peau modérément claire, professeure
👩🏽‍🏫	enseignante : peau légèrement mate
👩🏾‍🏫	enseignante, enseignante : peau modérément foncée, femme, institutrice, instructrice, peau modérément foncée, professeure
👩🏿‍🏫	enseignante : peau foncée
🧑🏻‍⚖	juge : peau claire
🧑🏼‍⚖	balance, juge, juge : peau modérément claire, peau modérément claire
🧑🏽‍⚖	juge : peau légèrement mate
🧑🏾‍⚖	balance, juge, juge : peau modérément foncée, peau modérément foncée
🧑🏿‍⚖	juge : peau foncée
👨‍⚖	balance, homme, juge, justice
👨🏻‍⚖	balance, homme, juge, juge homme : peau claire, justice, peau claire
👨🏼‍⚖	balance, homme, juge, juge homme : peau modérément claire, justice, peau modérément claire
👨🏽‍⚖	balance, homme, juge, juge homme : peau légèrement mate, justice, peau légèrement mate
👨🏾‍⚖	balance, homme, juge, juge homme : peau modérément foncée, justice, peau modérément foncée
👨🏿‍⚖	balance, homme, juge, juge homme : peau foncée, justice, peau foncée
👩🏻‍⚖	juge femme : peau claire
👩🏼‍⚖	balance, femme, juge, juge femme : peau modérément claire, peau modérément claire
👩🏽‍⚖	juge femme : peau légèrement mate
👩🏾‍⚖	balance, femme, juge, juge femme : peau modérément foncée, peau modérément foncée
👩🏿‍⚖	juge femme : peau foncée
🧑‍🌾	agriculteur, fermier, jardinier
🧑🏻‍🌾	agriculteur, fermier, fermier : peau claire, jardinier, peau claire
🧑🏼‍🌾	agriculteur, fermier, fermier : peau modérément claire, jardinier, peau modérément claire
🧑🏽‍🌾	agriculteur, fermier, fermier : peau légèrement mate, jardinier, peau légèrement mate
🧑🏾‍🌾	agriculteur, fermier, fermier : peau modérément foncée, jardinier, peau modérément foncée
🧑🏿‍🌾	agriculteur, fermier, fermier : peau foncée, jardinier, peau foncée
👨‍🌾	fermier homme
👨🏻‍🌾	fermier homme : peau claire
👨🏼‍🌾	agriculteur, fermier, fermier homme : peau modérément claire, homme, jardinier, peau modérément claire
👨🏽‍🌾	fermier homme : peau légèrement mate
👨🏾‍🌾	agriculteur, fermier, fermier homme : peau modérément foncée, homme, jardinier, peau modérément foncée
👨🏿‍🌾	fermier homme : peau foncée
👩🏻‍🌾	fermière : peau claire
👩🏼‍🌾	agricultrice, femme, fermière, fermière : peau modérément claire, jardinière, peau modérément claire
👩🏽‍🌾	fermière : peau légèrement mate
👩🏾‍🌾	agricultrice, femme, fermière, fermière : peau modérément foncée, jardinière, peau modérément foncée
👩🏿‍🌾	fermière : peau foncée
🧑‍🍳	chef
🧑🏻‍🍳	chef, chef : peau claire, peau claire
🧑🏼‍🍳	chef, chef : peau modérément claire, peau modérément claire
🧑🏽‍🍳	chef, chef : peau légèrement mate, peau légèrement mate
🧑🏾‍🍳	chef, chef : peau modérément foncée, peau modérément foncée
🧑🏿‍🍳	chef, chef : peau foncée, peau foncée
👨🏻‍🍳	cuisinier : peau claire
👨🏼‍🍳	chef, cuisinier, cuisinier : peau modérément claire, homme, peau modérément claire
👨🏽‍🍳	cuisinier : peau légèrement mate
👨🏾‍🍳	chef, cuisinier, cuisinier : peau modérément foncée, homme, peau modérément foncée
👨🏿‍🍳	cuisinier : peau foncée
👩🏻‍🍳	cuisinière : peau claire
👩🏼‍🍳	chef, cuisinière, cuisinière : peau modérément claire, femme, peau modérément claire
👩🏽‍🍳	cuisinière : peau légèrement mate
👩🏾‍🍳	chef, cuisinière, cuisinière : peau modérément foncée, femme, peau modérément foncée
👩🏿‍🍳	cuisinière : peau foncée
🧑‍🔧	mécanicien, ouvrier, plombier, électricien
🧑🏻‍🔧	mécanicien, mécanicien : peau claire, ouvrier, peau claire, plombier, électricien
🧑🏼‍🔧	mécanicien, mécanicien : peau modérément claire, ouvrier, peau modérément claire, plombier, électricien
🧑🏽‍🔧	mécanicien, mécanicien : peau légèrement mate, ouvrier, peau légèrement mate, plombier, électricien
🧑🏾‍🔧	mécanicien, mécanicien : peau modérément foncée, ouvrier, peau modérément foncée, plombier, électricien
🧑🏿‍🔧	mécanicien, mécanicien : peau foncée, ouvrier, peau foncée, plombier, électricien
👨‍🔧	mécanicien homme
👨🏻‍🔧	mécanicien homme : peau claire
👨🏼‍🔧	homme, mécanicien, mécanicien homme : peau modérément claire, mécanique, peau modérément claire, plombier, électricien
👨🏽‍🔧	mécanicien homme : peau légèrement mate
👨🏾‍🔧	homme, mécanicien, mécanicien homme : peau modérément foncée, mécanique, peau modérément foncée, plombier, électricien
👨🏿‍🔧	mécanicien homme : peau foncée
👩🏻‍🔧	mécanicienne : peau claire
👩🏼‍🔧	femme, mécanicienne, mécanicienne : peau modérément claire, mécanique, peau modérément claire, plombier, électricienne
👩🏽‍🔧	mécanicienne : peau légèrement mate
👩🏾‍🔧	femme, mécanicienne, mécanicienne : peau modérément foncée, mécanique, peau modérément foncée, plombier, électricienne
👩🏿‍🔧	mécanicienne : peau foncée
🧑‍🏭	travailleur d’usine
🧑🏻‍🏭	peau claire, travailleur d’usine, travailleur d’usine : peau claire
🧑🏼‍🏭	peau modérément claire, travailleur d’usine, travailleur d’usine : peau modérément claire
🧑🏽‍🏭	peau légèrement mate, travailleur d’usine, travailleur d’usine : peau légèrement mate
🧑🏾‍🏭	peau modérément foncée, travailleur d’usine, travailleur d’usine : peau modérément foncée
🧑🏿‍🏭	peau foncée, travailleur d’usine, travailleur d’usine : peau foncée
👨‍🏭	assemblage, homme, industrie, ouvrier, usine
👨🏻‍🏭	assemblage, homme, industrie, ouvrier, ouvrier : peau claire, peau claire, usine
👨🏼‍🏭	assemblage, homme, industrie, ouvrier, ouvrier : peau modérément claire, peau modérément claire, usine
👨🏽‍🏭	assemblage, homme, industrie, ouvrier, ouvrier : peau légèrement mate, peau légèrement mate, usine
👨🏾‍🏭	assemblage, homme, industrie, ouvrier, ouvrier : peau modérément foncée, peau modérément foncée, usine
👨🏿‍🏭	assemblage, homme, industrie, ouvrier, ouvrier : peau foncée, peau foncée, usine
👩‍🏭	assemblage, femme, industrie, ouvrière, usine
👩🏻‍🏭	assemblage, femme, industrie, ouvrière, ouvrière : peau claire, peau claire, usine
👩🏼‍🏭	assemblage, femme, industrie, ouvrière, ouvrière : peau modérément claire, peau modérément claire, usine
👩🏽‍🏭	assemblage, femme, industrie, ouvrière, ouvrière : peau légèrement mate, peau légèrement mate, usine
👩🏾‍🏭	assemblage, femme, industrie, ouvrière, ouvrière : peau modérément foncée, peau modérément foncée, usine
👩🏿‍🏭	assemblage, femme, industrie, ouvrière, ouvrière : peau foncée, peau foncée, usine
🧑‍💼	affaires, architecte, cadre, col blanc, employé de bureau
🧑🏻‍💼	affaires, architecte, cadre, col blanc, employé de bureau, employé de bureau : peau claire, peau claire
🧑🏼‍💼	affaires, architecte, cadre, col blanc, employé de bureau, employé de bureau : peau modérément claire, peau modérément claire
🧑🏽‍💼	affaires, architecte, cadre, col blanc, employé de bureau, employé de bureau : peau légèrement mate, peau légèrement mate
🧑🏾‍💼	affaires, architecte, cadre, col blanc, employé de bureau, employé de bureau : peau modérément foncée, peau modérément foncée
🧑🏿‍💼	affaires, architecte, cadre, col blanc, employé de bureau, employé de bureau : peau foncée, peau foncée
👨‍💼	affaires, architecte, bureau, employé de bureau, employé de bureau homme, homme
👨🏻‍💼	affaires, architecte, bureau, employé de bureau, employé de bureau homme, employé de bureau homme : peau claire, homme, peau claire
👨🏼‍💼	affaires, architecte, bureau, employé de bureau, employé de bureau homme, employé de bureau homme : peau modérément claire, homme, peau modérément claire
👨🏽‍💼	affaires, architecte, bureau, employé de bureau, employé de bureau homme, employé de bureau homme : peau légèrement mate, homme, peau légèrement mate
👨🏾‍💼	affaires, architecte, bureau, employé de bureau, employé de bureau homme, employé de bureau homme : peau modérément foncée, homme, peau modérément foncée
👨🏿‍💼	affaires, architecte, bureau, employé de bureau, employé de bureau homme, employé de bureau homme : peau foncée, homme, peau foncée
👩🏻‍💼	employée de bureau : peau claire
👩🏼‍💼	affaires, architecte, bureau, employée de bureau, employée de bureau : peau modérément claire, femme, peau modérément claire
👩🏽‍💼	employée de bureau : peau légèrement mate
👩🏾‍💼	affaires, architecte, bureau, employée de bureau, employée de bureau : peau modérément foncée, femme, peau modérément foncée
👩🏿‍💼	employée de bureau : peau foncée
🧑‍🔬	biologiste, chimiste, ingénieur, physicien, scientifique
🧑🏻‍🔬	biologiste, chimiste, ingénieur, peau claire, physicien, scientifique, scientifique : peau claire
🧑🏼‍🔬	biologiste, chimiste, ingénieur, peau modérément claire, physicien, scientifique, scientifique : peau modérément claire
🧑🏽‍🔬	biologiste, chimiste, ingénieur, peau légèrement mate, physicien, scientifique, scientifique : peau légèrement mate
🧑🏾‍🔬	biologiste, chimiste, ingénieur, peau modérément foncée, physicien, scientifique, scientifique : peau modérément foncée
🧑🏿‍🔬	biologiste, chimiste, ingénieur, peau foncée, physicien, scientifique, scientifique : peau foncée
👨‍🔬	biologiste, chimiste, homme, physicien, scientifique
👨🏻‍🔬	biologiste, chimiste, homme, peau claire, physicien, scientifique, scientifique homme : peau claire
👨🏼‍🔬	biologiste, chimiste, homme, peau modérément claire, physicien, scientifique, scientifique homme : peau modérément claire
👨🏽‍🔬	biologiste, chimiste, homme, peau légèrement mate, physicien, scientifique, scientifique homme : peau légèrement mate
👨🏾‍🔬	biologiste, chimiste, homme, peau modérément foncée, physicien, scientifique, scientifique homme : peau modérément foncée
👨🏿‍🔬	biologiste, chimiste, homme, peau foncée, physicien, scientifique, scientifique homme : peau foncée
👩‍🔬	biologiste, chimiste, femme, physicienne, scientifique
👩🏻‍🔬	biologiste, chimiste, femme, peau claire, physicienne, scientifique, scientifique femme : peau claire
👩🏼‍🔬	biologiste, chimiste, femme, peau modérément claire, physicienne, scientifique, scientifique femme : peau modérément claire
👩🏽‍🔬	biologiste, chimiste, femme, peau légèrement mate, physicienne, scientifique, scientifique femme : peau légèrement mate
👩🏾‍🔬	biologiste, chimiste, femme, peau modérément foncée, physicienne, scientifique, scientifique femme : peau modérément foncée
👩🏿‍🔬	biologiste, chimiste, femme, peau foncée, physicienne, scientifique, scientifique femme : peau foncée
🧑‍💻	développeur, homme, informaticien, logiciels, technologie
🧑🏻‍💻	développeur, homme, informaticien, informaticien : peau claire, logiciels, peau claire, technologie
🧑🏼‍💻	développeur, homme, informaticien, informaticien : peau modérément claire, logiciels, peau modérément claire, technologie
🧑🏽‍💻	développeur, homme, informaticien, informaticien : peau légèrement mate, logiciels, peau légèrement mate, technologie
🧑🏾‍💻	développeur, homme, informaticien, informaticien : peau modérément foncée, logiciels, peau modérément foncée, technologie
🧑🏿‍💻	développeur, homme, informaticien, informaticien : peau foncée, logiciels, peau foncée, technologie
👨‍💻	informaticien homme
👨🏻‍💻	informaticien homme : peau claire
👨🏼‍💻	développeur, homme, informaticien, informaticien homme : peau modérément claire, logiciels, peau modérément claire, technologie
👨🏽‍💻	informaticien homme : peau légèrement mate
👨🏾‍💻	développeur, homme, informaticien, informaticien homme : peau modérément foncée, logiciels, peau modérément foncée, technologie
👨🏿‍💻	informaticien homme : peau foncée
👩🏻‍💻	informaticienne : peau claire
👩🏼‍💻	développeuse, femme, informaticienne, informaticienne : peau modérément claire, logiciels, peau modérément claire, technologie
👩🏽‍💻	informaticienne : peau légèrement mate
👩🏾‍💻	développeuse, femme, informaticienne, informaticienne : peau modérément foncée, logiciels, peau modérément foncée, technologie
👩🏿‍💻	informaticienne : peau foncée
🧑‍🎤	acteur, artiste, chanteur, rock, vedette
🧑🏻‍🎤	acteur, artiste, chanteur, chanteur : peau claire, peau claire, rock, vedette
🧑🏼‍🎤	acteur, artiste, chanteur, chanteur : peau modérément claire, peau modérément claire, rock, vedette
🧑🏽‍🎤	acteur, artiste, chanteur, chanteur : peau légèrement mate, peau légèrement mate, rock, vedette
🧑🏾‍🎤	acteur, artiste, chanteur, chanteur : peau modérément foncée, peau modérément foncée, rock, vedette
🧑🏿‍🎤	acteur, artiste, chanteur, chanteur : peau foncée, peau foncée, rock, vedette
👨‍🎤	artiste, chanteur, chanteur homme, homme, rock, vedette
👨🏻‍🎤	artiste, chanteur, chanteur homme : peau claire, homme, peau claire, rock, vedette
👨🏼‍🎤	artiste, chanteur, chanteur homme : peau modérément claire, homme, peau modérément claire, rock, vedette
👨🏽‍🎤	artiste, chanteur, chanteur homme : peau légèrement mate, homme, peau légèrement mate, rock, vedette
👨🏾‍🎤	artiste, chanteur, chanteur homme : peau modérément foncée, homme, peau modérément foncée, rock, vedette
👨🏿‍🎤	artiste, chanteur, chanteur homme : peau foncée, homme, peau foncée, rock, vedette
👩‍🎤	artiste, chanteuse, femme, rock, vedette
👩🏻‍🎤	artiste, chanteuse, chanteuse : peau claire, femme, peau claire, rock, vedette
👩🏼‍🎤	artiste, chanteuse, chanteuse : peau modérément claire, femme, peau modérément claire, rock, vedette
👩🏽‍🎤	artiste, chanteuse, chanteuse : peau légèrement mate, femme, peau légèrement mate, rock, vedette
👩🏾‍🎤	artiste, chanteuse, chanteuse : peau modérément foncée, femme, peau modérément foncée, rock, vedette
👩🏿‍🎤	artiste, chanteuse, chanteuse : peau foncée, femme, peau foncée, rock, vedette
🧑🏻‍🎨	artiste : peau claire
🧑🏼‍🎨	artiste, artiste : peau modérément claire, palette, peau modérément claire
🧑🏽‍🎨	artiste : peau légèrement mate
🧑🏾‍🎨	artiste, artiste : peau modérément foncée, palette, peau modérément foncée
🧑🏿‍🎨	artiste : peau foncée
👨‍🎨	artiste, homme, peintre
👨🏻‍🎨	artiste, artiste homme : peau claire, homme, peau claire, peintre
👨🏼‍🎨	artiste, artiste homme : peau modérément claire, homme, peau modérément claire, peintre
👨🏽‍🎨	artiste, artiste homme : peau légèrement mate, homme, peau légèrement mate, peintre
👨🏾‍🎨	artiste, artiste homme : peau modérément foncée, homme, peau modérément foncée, peintre
👨🏿‍🎨	artiste, artiste homme : peau foncée, homme, peau foncée, peintre
👩‍🎨	artiste, femme, peintre
👩🏻‍🎨	artiste, artiste femme : peau claire, femme, peau claire, peintre
