😀	aodann, aodann le gàire, fiamh-ghàire, gàire
🙇🏼	cromadh, duilich, gluasad, leisgeul, neach a’ cromadh, neach a’ cromadh: tòna meadhanach soilleir a’ chraicinn, tòna meadhanach soilleir a’ chraicinn
🙇🏽	cromadh, duilich, gluasad, leisgeul, neach a’ cromadh, neach a’ cromadh: tòna meadhanach a’ chraicinn, tòna meadhanach a’ chraicinn
🙇🏾	cromadh, duilich, gluasad, leisgeul, neach a’ cromadh, neach a’ cromadh: tòna meadhanach doilleir a’ chraicinn, tòna meadhanach doilleir a’ chraicinn
🙇🏿	cromadh, duilich, gluasad, leisgeul, neach a’ cromadh, neach a’ cromadh: tòna doilleir a’ chraicinn, tòna doilleir a’ chraicinn
🙇‍♂	cromadh, duilich, duine, duine a’ cromadh, fear, fireannach, fàbhar, gluasad, leisgeul
🙇🏻‍♂	cromadh, duilich, duine, duine a’ cromadh, duine a’ cromadh: tòna soilleir a’ chraicinn, fear, fireannach, fàbhar, gluasad, leisgeul, tòna soilleir a’ chraicinn
🙇🏼‍♂	cromadh, duilich, duine, duine a’ cromadh, duine a’ cromadh: tòna meadhanach soilleir a’ chraicinn, fear, fireannach, fàbhar, gluasad, leisgeul, tòna meadhanach soilleir a’ chraicinn
🙇🏽‍♂	cromadh, duilich, duine, duine a’ cromadh, duine a’ cromadh: tòna meadhanach a’ chraicinn, fear, fireannach, fàbhar, gluasad, leisgeul, tòna meadhanach a’ chraicinn
🙇🏾‍♂	cromadh, duilich, duine, duine a’ cromadh, duine a’ cromadh: tòna meadhanach doilleir a’ chraicinn, fear, fireannach, fàbhar, gluasad, leisgeul, tòna meadhanach doilleir a’ chraicinn
🙇🏿‍♂	cromadh, duilich, duine, duine a’ cromadh, duine a’ cromadh: tòna doilleir a’ chraicinn, fear, fireannach, fàbhar, gluasad, leisgeul, tòna doilleir a’ chraicinn
🙇‍♀	boireannach, boireannach a’ cromadh, cromadh, duilich, fàbhar, gluasad, leisgeul, tè
🙇🏻‍♀	boireannach, boireannach a’ cromadh, boireannach a’ cromadh: tòna soilleir a’ chraicinn, cromadh, duilich, fàbhar, gluasad, leisgeul, tè, tòna soilleir a’ chraicinn
🙇🏼‍♀	boireannach, boireannach a’ cromadh, boireannach a’ cromadh: tòna meadhanach soilleir a’ chraicinn, cromadh, duilich, fàbhar, gluasad, leisgeul, tè, tòna meadhanach soilleir a’ chraicinn
🙇🏽‍♀	boireannach, boireannach a’ cromadh, boireannach a’ cromadh: tòna meadhanach a’ chraicinn, cromadh, duilich, fàbhar, gluasad, leisgeul, tè, tòna meadhanach a’ chraicinn
🙇🏾‍♀	boireannach, boireannach a’ cromadh, boireannach a’ cromadh: tòna meadhanach doilleir a’ chraicinn, cromadh, duilich, fàbhar, gluasad, leisgeul, tè, tòna meadhanach doilleir a’ chraicinn
🙇🏿‍♀	boireannach, boireannach a’ cromadh, boireannach a’ cromadh: tòna doilleir a’ chraicinn, cromadh, duilich, fàbhar, gluasad, leisgeul, tè, tòna doilleir a’ chraicinn
🤦	aodann, dì-chreideamh, farranachadh, làmh, neach le aodann na làmhan
🤦🏻	aodann, dì-chreideamh, farranachadh, làmh, neach le aodann na làmhan, neach le aodann na làmhan: tòna soilleir a’ chraicinn, tòna soilleir a’ chraicinn
🤦🏼	aodann, dì-chreideamh, farranachadh, làmh, neach le aodann na làmhan, neach le aodann na làmhan: tòna meadhanach soilleir a’ chraicinn, tòna meadhanach soilleir a’ chraicinn
🤦🏽	aodann, dì-chreideamh, farranachadh, làmh, neach le aodann na làmhan, neach le aodann na làmhan: tòna meadhanach a’ chraicinn, tòna meadhanach a’ chraicinn
🤦🏾	aodann, dì-chreideamh, farranachadh, làmh, neach le aodann na làmhan, neach le aodann na làmhan: tòna meadhanach doilleir a’ chraicinn, tòna meadhanach doilleir a’ chraicinn
🤦🏿	aodann, dì-chreideamh, farranachadh, làmh, neach le aodann na làmhan, neach le aodann na làmhan: tòna doilleir a’ chraicinn, tòna doilleir a’ chraicinn
🤦‍♂	aodann, duine, duine le aodann na làmhan, dì-chreideamh, farranachadh, fear, fireannach, làmh
🤦🏻‍♂	aodann, duine, duine le aodann na làmhan, duine le aodann na làmhan: tòna soilleir a’ chraicinn, dì-chreideamh, farranachadh, fear, fireannach, làmh, tòna soilleir a’ chraicinn
🤦🏼‍♂	aodann, duine, duine le aodann na làmhan, duine le aodann na làmhan: tòna meadhanach soilleir a’ chraicinn, dì-chreideamh, farranachadh, fear, fireannach, làmh, tòna meadhanach soilleir a’ chraicinn
🤦🏽‍♂	aodann, duine, duine le aodann na làmhan, duine le aodann na làmhan: tòna meadhanach a’ chraicinn, dì-chreideamh, farranachadh, fear, fireannach, làmh, tòna meadhanach a’ chraicinn
🤦🏾‍♂	aodann, duine, duine le aodann na làmhan, duine le aodann na làmhan: tòna meadhanach doilleir a’ chraicinn, dì-chreideamh, farranachadh, fear, fireannach, làmh, tòna meadhanach doilleir a’ chraicinn
🤦🏿‍♂	aodann, duine, duine le aodann na làmhan, duine le aodann na làmhan: tòna doilleir a’ chraicinn, dì-chreideamh, farranachadh, fear, fireannach, làmh, tòna doilleir a’ chraicinn
🤦‍♀	aodann, boireannach, boireannach le aodann na làmhan, dì-chreideamh, farranachadh, làmh, tè
🤦🏻‍♀	aodann, boireannach, boireannach le aodann na làmhan, boireannach le aodann na làmhan: tòna soilleir a’ chraicinn, dì-chreideamh, farranachadh, làmh, tè, tòna soilleir a’ chraicinn
🤦🏼‍♀	aodann, boireannach, boireannach le aodann na làmhan, boireannach le aodann na làmhan: tòna meadhanach soilleir a’ chraicinn, dì-chreideamh, farranachadh, làmh, tè, tòna meadhanach soilleir a’ chraicinn
🤦🏽‍♀	aodann, boireannach, boireannach le aodann na làmhan, boireannach le aodann na làmhan: tòna meadhanach a’ chraicinn, dì-chreideamh, farranachadh, làmh, tè, tòna meadhanach a’ chraicinn
🤦🏾‍♀	aodann, boireannach, boireannach le aodann na làmhan, boireannach le aodann na làmhan: tòna meadhanach doilleir a’ chraicinn, dì-chreideamh, farranachadh, làmh, tè, tòna meadhanach doilleir a’ chraicinn
🤦🏿‍♀	aodann, boireannach, boireannach le aodann na làmhan, boireannach le aodann na làmhan: tòna doilleir a’ chraicinn, dì-chreideamh, farranachadh, làmh, tè, tòna doilleir a’ chraicinn
🤷	aineolas, coma, druiteadh, neach a’ druiteadh, teagamh
🤷🏻	aineolas, coma, druiteadh, neach a’ druiteadh, neach a’ druiteadh: tòna soilleir a’ chraicinn, teagamh, tòna soilleir a’ chraicinn
🤷🏼	aineolas, coma, druiteadh, neach a’ druiteadh, neach a’ druiteadh: tòna meadhanach soilleir a’ chraicinn, teagamh, tòna meadhanach soilleir a’ chraicinn
🤷🏽	aineolas, coma, druiteadh, neach a’ druiteadh, neach a’ druiteadh: tòna meadhanach a’ chraicinn, teagamh, tòna meadhanach a’ chraicinn
🤷🏾	aineolas, coma, druiteadh, neach a’ druiteadh, neach a’ druiteadh: tòna meadhanach doilleir a’ chraicinn, teagamh, tòna meadhanach doilleir a’ chraicinn
🤷🏿	aineolas, coma, druiteadh, neach a’ druiteadh, neach a’ druiteadh: tòna doilleir a’ chraicinn, teagamh, tòna doilleir a’ chraicinn
🤷‍♂	aineolas, coma, druiteadh, duine, duine a’ druiteadh, fear, fireannach, teagamh
🤷🏻‍♂	aineolas, coma, druiteadh, duine, duine a’ druiteadh, duine a’ druiteadh: tòna soilleir a’ chraicinn, fear, fireannach, teagamh, tòna soilleir a’ chraicinn
🤷🏼‍♂	aineolas, coma, druiteadh, duine, duine a’ druiteadh, duine a’ druiteadh: tòna meadhanach soilleir a’ chraicinn, fear, fireannach, teagamh, tòna meadhanach soilleir a’ chraicinn
🤷🏽‍♂	aineolas, coma, druiteadh, duine, duine a’ druiteadh, duine a’ druiteadh: tòna meadhanach a’ chraicinn, fear, fireannach, teagamh, tòna meadhanach a’ chraicinn
🤷🏾‍♂	aineolas, coma, druiteadh, duine, duine a’ druiteadh, duine a’ druiteadh: tòna meadhanach doilleir a’ chraicinn, fear, fireannach, teagamh, tòna meadhanach doilleir a’ chraicinn
🤷🏿‍♂	aineolas, coma, druiteadh, duine, duine a’ druiteadh, duine a’ druiteadh: tòna doilleir a’ chraicinn, fear, fireannach, teagamh, tòna doilleir a’ chraicinn
🤷‍♀	aineolas, boireannach, boireannach a’ druiteadh, coma, druiteadh, teagamh, tè
🤷🏻‍♀	aineolas, boireannach, boireannach a’ druiteadh, boireannach a’ druiteadh: tòna soilleir a’ chraicinn, coma, druiteadh, teagamh, tè, tòna soilleir a’ chraicinn
🤷🏼‍♀	aineolas, boireannach, boireannach a’ druiteadh, boireannach a’ druiteadh: tòna meadhanach soilleir a’ chraicinn, coma, druiteadh, teagamh, tè, tòna meadhanach soilleir a’ chraicinn
🤷🏽‍♀	aineolas, boireannach, boireannach a’ druiteadh, boireannach a’ druiteadh: tòna meadhanach a’ chraicinn, coma, druiteadh, teagamh, tè, tòna meadhanach a’ chraicinn
🤷🏾‍♀	aineolas, boireannach, boireannach a’ druiteadh, boireannach a’ druiteadh: tòna meadhanach doilleir a’ chraicinn, coma, druiteadh, teagamh, tè, tòna meadhanach doilleir a’ chraicinn
🤷🏿‍♀	aineolas, boireannach, boireannach a’ druiteadh, boireannach a’ druiteadh: tòna doilleir a’ chraicinn, coma, druiteadh, teagamh, tè, tòna doilleir a’ chraicinn
👨‍⚕	cùram-slàinte, dotair, duine, fear, fireannach, leasaiche, lighiche, neach-altraim, nurs, obraiche-slàinte fireann
👨🏻‍⚕	cùram-slàinte, dotair, duine, fear, fireannach, leasaiche, lighiche, neach-altraim, nurs, obraiche-slàinte fireann, obraiche-slàinte fireann: tòna soilleir a’ chraicinn, tòna soilleir a’ chraicinn
👨🏼‍⚕	cùram-slàinte, dotair, duine, fear, fireannach, leasaiche, lighiche, neach-altraim, nurs, obraiche-slàinte fireann, obraiche-slàinte fireann: tòna meadhanach soilleir a’ chraicinn, tòna meadhanach soilleir a’ chraicinn
👨🏽‍⚕	cùram-slàinte, dotair, duine, fear, fireannach, leasaiche, lighiche, neach-altraim, nurs, obraiche-slàinte fireann, obraiche-slàinte fireann: tòna meadhanach a’ chraicinn, tòna meadhanach a’ chraicinn
👨🏾‍⚕	cùram-slàinte, dotair, duine, fear, fireannach, leasaiche, lighiche, neach-altraim, nurs, obraiche-slàinte fireann, obraiche-slàinte fireann: tòna meadhanach doilleir a’ chraicinn, tòna meadhanach doilleir a’ chraicinn
👨🏿‍⚕	cùram-slàinte, dotair, duine, fear, fireannach, leasaiche, lighiche, neach-altraim, nurs, obraiche-slàinte fireann, obraiche-slàinte fireann: tòna doilleir a’ chraicinn, tòna doilleir a’ chraicinn
👩‍⚕	banaltram, boireannach, cùram-slàinte, dotair, leasaiche, lighiche, nurs, obraiche-slàinte boireann, tè
👩🏻‍⚕	banaltram, boireannach, cùram-slàinte, dotair, leasaiche, lighiche, nurs, obraiche-slàinte boireann, obraiche-slàinte boireann: tòna soilleir a’ chraicinn, tè, tòna soilleir a’ chraicinn
👩🏼‍⚕	banaltram, boireannach, cùram-slàinte, dotair, leasaiche, lighiche, nurs, obraiche-slàinte boireann, obraiche-slàinte boireann: tòna meadhanach soilleir a’ chraicinn, tè, tòna meadhanach soilleir a’ chraicinn
👩🏽‍⚕	banaltram, boireannach, cùram-slàinte, dotair, leasaiche, lighiche, nurs, obraiche-slàinte boireann, obraiche-slàinte boireann: tòna meadhanach a’ chraicinn, tè, tòna meadhanach a’ chraicinn
👩🏾‍⚕	banaltram, boireannach, cùram-slàinte, dotair, leasaiche, lighiche, nurs, obraiche-slàinte boireann, obraiche-slàinte boireann: tòna meadhanach doilleir a’ chraicinn, tè, tòna meadhanach doilleir a’ chraicinn
👩🏿‍⚕	banaltram, boireannach, cùram-slàinte, dotair, leasaiche, lighiche, nurs, obraiche-slàinte boireann, obraiche-slàinte boireann: tòna doilleir a’ chraicinn, tè, tòna doilleir a’ chraicinn
👨‍🎓	ceumnaiche, duine, fear, fireannach, oileanach, oileanach fireann
👨🏻‍🎓	ceumnaiche, duine, fear, fireannach, oileanach, oileanach fireann, oileanach fireann: tòna soilleir a’ chraicinn, tòna soilleir a’ chraicinn
👨🏼‍🎓	ceumnaiche, duine, fear, fireannach, oileanach, oileanach fireann, oileanach fireann: tòna meadhanach soilleir a’ chraicinn, tòna meadhanach soilleir a’ chraicinn
👨🏽‍🎓	ceumnaiche, duine, fear, fireannach, oileanach, oileanach fireann, oileanach fireann: tòna meadhanach a’ chraicinn, tòna meadhanach a’ chraicinn
👨🏾‍🎓	ceumnaiche, duine, fear, fireannach, oileanach, oileanach fireann, oileanach fireann: tòna meadhanach doilleir a’ chraicinn, tòna meadhanach doilleir a’ chraicinn
👨🏿‍🎓	ceumnaiche, duine, fear, fireannach, oileanach, oileanach fireann, oileanach fireann: tòna doilleir a’ chraicinn, tòna doilleir a’ chraicinn
👩‍🎓	ban-oileanach, boireannach, ceumnaiche, oileanach, tè
👩🏻‍🎓	ban-oileanach, ban-oileanach: tòna soilleir a’ chraicinn, boireannach, ceumnaiche, oileanach, tè, tòna soilleir a’ chraicinn
👩🏼‍🎓	ban-oileanach, ban-oileanach: tòna meadhanach soilleir a’ chraicinn, boireannach, ceumnaiche, oileanach, tè, tòna meadhanach soilleir a’ chraicinn
👩🏽‍🎓	ban-oileanach, ban-oileanach: tòna meadhanach a’ chraicinn, boireannach, ceumnaiche, oileanach, tè, tòna meadhanach a’ chraicinn
👩🏾‍🎓	ban-oileanach, ban-oileanach: tòna meadhanach doilleir a’ chraicinn, boireannach, ceumnaiche, oileanach, tè, tòna meadhanach doilleir a’ chraicinn
👩🏿‍🎓	ban-oileanach, ban-oileanach: tòna doilleir a’ chraicinn, boireannach, ceumnaiche, oileanach, tè, tòna doilleir a’ chraicinn
👨‍🏫	duine, fear, fireannach, oide, oide fireann, ollamh, tidsear, àrd-ollamh
👨🏻‍🏫	duine, fear, fireannach, oide, oide fireann, oide fireann: tòna soilleir a’ chraicinn, ollamh, tidsear, tòna soilleir a’ chraicinn, àrd-ollamh
👨🏼‍🏫	duine, fear, fireannach, oide, oide fireann, oide fireann: tòna meadhanach soilleir a’ chraicinn, ollamh, tidsear, tòna meadhanach soilleir a’ chraicinn, àrd-ollamh
👨🏽‍🏫	duine, fear, fireannach, oide, oide fireann, oide fireann: tòna meadhanach a’ chraicinn, ollamh, tidsear, tòna meadhanach a’ chraicinn, àrd-ollamh
👨🏾‍🏫	duine, fear, fireannach, oide, oide fireann, oide fireann: tòna meadhanach doilleir a’ chraicinn, ollamh, tidsear, tòna meadhanach doilleir a’ chraicinn, àrd-ollamh
👨🏿‍🏫	duine, fear, fireannach, oide, oide fireann, oide fireann: tòna doilleir a’ chraicinn, ollamh, tidsear, tòna doilleir a’ chraicinn, àrd-ollamh
👩‍🏫	ban-oide, boireannach, oide, ollamh, tidsear, tè, àrd-ollamh
👩🏻‍🏫	ban-oide, ban-oide: tòna soilleir a’ chraicinn, boireannach, oide, ollamh, tidsear, tè, tòna soilleir a’ chraicinn, àrd-ollamh
👩🏼‍🏫	ban-oide, ban-oide: tòna meadhanach soilleir a’ chraicinn, boireannach, oide, ollamh, tidsear, tè, tòna meadhanach soilleir a’ chraicinn, àrd-ollamh
👩🏽‍🏫	ban-oide, ban-oide: tòna meadhanach a’ chraicinn, boireannach, oide, ollamh, tidsear, tè, tòna meadhanach a’ chraicinn, àrd-ollamh
👩🏾‍🏫	ban-oide, ban-oide: tòna meadhanach doilleir a’ chraicinn, boireannach, oide, ollamh, tidsear, tè, tòna meadhanach doilleir a’ chraicinn, àrd-ollamh
👩🏿‍🏫	ban-oide, ban-oide: tòna doilleir a’ chraicinn, boireannach, oide, ollamh, tidsear, tè, tòna doilleir a’ chraicinn, àrd-ollamh
👨‍⚖	britheamh, britheamh fireann, duine, fear, fireannach, meidh
👨🏻‍⚖	britheamh, britheamh fireann, britheamh fireann: tòna soilleir a’ chraicinn, duine, fear, fireannach, meidh, tòna soilleir a’ chraicinn
👨🏼‍⚖	britheamh, britheamh fireann, britheamh fireann: tòna meadhanach soilleir a’ chraicinn, duine, fear, fireannach, meidh, tòna meadhanach soilleir a’ chraicinn
👨🏽‍⚖	britheamh, britheamh fireann, britheamh fireann: tòna meadhanach a’ chraicinn, duine, fear, fireannach, meidh, tòna meadhanach a’ chraicinn
👨🏾‍⚖	britheamh, britheamh fireann, britheamh fireann: tòna meadhanach doilleir a’ chraicinn, duine, fear, fireannach, meidh, tòna meadhanach doilleir a’ chraicinn
👨🏿‍⚖	britheamh, britheamh fireann, britheamh fireann: tòna doilleir a’ chraicinn, duine, fear, fireannach, meidh, tòna doilleir a’ chraicinn
👩‍⚖	boireannach, britheamh, britheamh boireann, meidh, tè
👩🏻‍⚖	boireannach, britheamh, britheamh boireann, britheamh boireann: tòna soilleir a’ chraicinn, meidh, tè, tòna soilleir a’ chraicinn
👩🏼‍⚖	boireannach, britheamh, britheamh boireann, britheamh boireann: tòna meadhanach soilleir a’ chraicinn, meidh, tè, tòna meadhanach soilleir a’ chraicinn
👩🏽‍⚖	boireannach, britheamh, britheamh boireann, britheamh boireann: tòna meadhanach a’ chraicinn, meidh, tè, tòna meadhanach a’ chraicinn
👩🏾‍⚖	boireannach, britheamh, britheamh boireann, britheamh boireann: tòna meadhanach doilleir a’ chraicinn, meidh, tè, tòna meadhanach doilleir a’ chraicinn
👩🏿‍⚖	boireannach, britheamh, britheamh boireann, britheamh boireann: tòna doilleir a’ chraicinn, meidh, tè, tòna doilleir a’ chraicinn
👨‍🌾	croitear, duine, fear, fireannach, gàirnealair, rainsear, tuathanaiche, tuathanaiche fireann
👨🏻‍🌾	croitear, duine, fear, fireannach, gàirnealair, rainsear, tuathanaiche, tuathanaiche fireann, tuathanaiche fireann: tòna soilleir a’ chraicinn, tòna soilleir a’ chraicinn
👨🏼‍🌾	croitear, duine, fear, fireannach, gàirnealair, rainsear, tuathanaiche, tuathanaiche fireann, tuathanaiche fireann: tòna meadhanach soilleir a’ chraicinn, tòna meadhanach soilleir a’ chraicinn
👨🏽‍🌾	croitear, duine, fear, fireannach, gàirnealair, rainsear, tuathanaiche, tuathanaiche fireann, tuathanaiche fireann: tòna meadhanach a’ chraicinn, tòna meadhanach a’ chraicinn
👨🏾‍🌾	croitear, duine, fear, fireannach, gàirnealair, rainsear, tuathanaiche, tuathanaiche fireann, tuathanaiche fireann: tòna meadhanach doilleir a’ chraicinn, tòna meadhanach doilleir a’ chraicinn
👨🏿‍🌾	croitear, duine, fear, fireannach, gàirnealair, rainsear, tuathanaiche, tuathanaiche fireann, tuathanaiche fireann: tòna doilleir a’ chraicinn, tòna doilleir a’ chraicinn
👩‍🌾	boireannach, croitear, gàirnealair, rainsear, tuathanaiche, tuathanaiche boireann, tè
👩🏻‍🌾	boireannach, croitear, gàirnealair, rainsear, tuathanaiche, tuathanaiche boireann, tuathanaiche boireann: tòna soilleir a’ chraicinn, tè, tòna soilleir a’ chraicinn
👩🏼‍🌾	boireannach, croitear, gàirnealair, rainsear, tuathanaiche, tuathanaiche boireann, tuathanaiche boireann: tòna meadhanach soilleir a’ chraicinn, tè, tòna meadhanach soilleir a’ chraicinn
👩🏽‍🌾	boireannach, croitear, gàirnealair, rainsear, tuathanaiche, tuathanaiche boireann, tuathanaiche boireann: tòna meadhanach a’ chraicinn, tè, tòna meadhanach a’ chraicinn
👩🏾‍🌾	boireannach, croitear, gàirnealair, rainsear, tuathanaiche, tuathanaiche boireann, tuathanaiche boireann: tòna meadhanach doilleir a’ chraicinn, tè, tòna meadhanach doilleir a’ chraicinn
👩🏿‍🌾	boireannach, croitear, gàirnealair, rainsear, tuathanaiche, tuathanaiche boireann, tuathanaiche boireann: tòna doilleir a’ chraicinn, tè, tòna doilleir a’ chraicinn
👨‍🍳	còcaire, còcaire fireann, duine, fear, fireannach
👨🏻‍🍳	còcaire, còcaire fireann, còcaire fireann: tòna soilleir a’ chraicinn, duine, fear, fireannach, tòna soilleir a’ chraicinn
👨🏼‍🍳	còcaire, còcaire fireann, còcaire fireann: tòna meadhanach soilleir a’ chraicinn, duine, fear, fireannach, tòna meadhanach soilleir a’ chraicinn
👨🏽‍🍳	còcaire, còcaire fireann, còcaire fireann: tòna meadhanach a’ chraicinn, duine, fear, fireannach, tòna meadhanach a’ chraicinn
👨🏾‍🍳	còcaire, còcaire fireann, còcaire fireann: tòna meadhanach doilleir a’ chraicinn, duine, fear, fireannach, tòna meadhanach doilleir a’ chraicinn
👨🏿‍🍳	còcaire, còcaire fireann, còcaire fireann: tòna doilleir a’ chraicinn, duine, fear, fireannach, tòna doilleir a’ chraicinn
👩‍🍳	ban-chòcaire, boireannach, còcaire, tè
👩🏻‍🍳	ban-chòcaire, ban-chòcaire: tòna soilleir a’ chraicinn, boireannach, còcaire, tè, tòna soilleir a’ chraicinn
👩🏼‍🍳	ban-chòcaire, ban-chòcaire: tòna meadhanach soilleir a’ chraicinn, boireannach, còcaire, tè, tòna meadhanach soilleir a’ chraicinn
👩🏽‍🍳	ban-chòcaire, ban-chòcaire: tòna meadhanach a’ chraicinn, boireannach, còcaire, tè, tòna meadhanach a’ chraicinn
👩🏾‍🍳	ban-chòcaire, ban-chòcaire: tòna meadhanach doilleir a’ chraicinn, boireannach, còcaire, tè, tòna meadhanach doilleir a’ chraicinn
👩🏿‍🍳	ban-chòcaire, ban-chòcaire: tòna doilleir a’ chraicinn, boireannach, còcaire, tè, tòna doilleir a’ chraicinn
👨‍🔧	dealanair, duine, fear, fireannach, meacanaig, meacanaig fireann, neach-ciùird, plumair
👨🏻‍🔧	dealanair, duine, fear, fireannach, meacanaig, meacanaig fireann, meacanaig fireann: tòna soilleir a’ chraicinn, neach-ciùird, plumair, tòna soilleir a’ chraicinn
👨🏼‍🔧	dealanair, duine, fear, fireannach, meacanaig, meacanaig fireann, meacanaig fireann: tòna meadhanach soilleir a’ chraicinn, neach-ciùird, plumair, tòna meadhanach soilleir a’ chraicinn
👨🏽‍🔧	dealanair, duine, fear, fireannach, meacanaig, meacanaig fireann, meacanaig fireann: tòna meadhanach a’ chraicinn, neach-ciùird, plumair, tòna meadhanach a’ chraicinn
👨🏾‍🔧	dealanair, duine, fear, fireannach, meacanaig, meacanaig fireann, meacanaig fireann: tòna meadhanach doilleir a’ chraicinn, neach-ciùird, plumair, tòna meadhanach doilleir a’ chraicinn
👨🏿‍🔧	dealanair, duine, fear, fireannach, meacanaig, meacanaig fireann, meacanaig fireann: tòna doilleir a’ chraicinn, neach-ciùird, plumair, tòna doilleir a’ chraicinn
👩‍🔧	boireannach, dealanair, meacanaig, meacanaig boireann, neach-ciùird, plumair, tè
👩🏻‍🔧	boireannach, dealanair, meacanaig, meacanaig boireann, meacanaig boireann: tòna soilleir a’ chraicinn, neach-ciùird, plumair, tè, tòna soilleir a’ chraicinn
👩🏼‍🔧	boireannach, dealanair, meacanaig, meacanaig boireann, meacanaig boireann: tòna meadhanach soilleir a’ chraicinn, neach-ciùird, plumair, tè, tòna meadhanach soilleir a’ chraicinn
👩🏽‍🔧	boireannach, dealanair, meacanaig, meacanaig boireann, meacanaig boireann: tòna meadhanach a’ chraicinn, neach-ciùird, plumair, tè, tòna meadhanach a’ chraicinn
👩🏾‍🔧	boireannach, dealanair, meacanaig, meacanaig boireann, meacanaig boireann: tòna meadhanach doilleir a’ chraicinn, neach-ciùird, plumair, tè, tòna meadhanach doilleir a’ chraicinn
👩🏿‍🔧	boireannach, dealanair, meacanaig, meacanaig boireann, meacanaig boireann: tòna doilleir a’ chraicinn, neach-ciùird, plumair, tè, tòna doilleir a’ chraicinn
👨‍🏭	duine, factaraidh, fear, fireannach, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh fireann, tionaladh
👨🏻‍🏭	duine, factaraidh, fear, fireannach, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh fireann, obraiche-factaraidh fireann: tòna soilleir a’ chraicinn, tionaladh, tòna soilleir a’ chraicinn
👨🏼‍🏭	duine, factaraidh, fear, fireannach, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh fireann, obraiche-factaraidh fireann: tòna meadhanach soilleir a’ chraicinn, tionaladh, tòna meadhanach soilleir a’ chraicinn
👨🏽‍🏭	duine, factaraidh, fear, fireannach, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh fireann, obraiche-factaraidh fireann: tòna meadhanach a’ chraicinn, tionaladh, tòna meadhanach a’ chraicinn
👨🏾‍🏭	duine, factaraidh, fear, fireannach, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh fireann, obraiche-factaraidh fireann: tòna meadhanach doilleir a’ chraicinn, tionaladh, tòna meadhanach doilleir a’ chraicinn
👨🏿‍🏭	duine, factaraidh, fear, fireannach, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh fireann, obraiche-factaraidh fireann: tòna doilleir a’ chraicinn, tionaladh, tòna doilleir a’ chraicinn
👩‍🏭	boireannach, factaraidh, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh boireann, tionaladh, tè
👩🏻‍🏭	boireannach, factaraidh, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh boireann, obraiche-factaraidh boireann: tòna soilleir a’ chraicinn, tionaladh, tè, tòna soilleir a’ chraicinn
👩🏼‍🏭	boireannach, factaraidh, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh boireann, obraiche-factaraidh boireann: tòna meadhanach soilleir a’ chraicinn, tionaladh, tè, tòna meadhanach soilleir a’ chraicinn
👩🏽‍🏭	boireannach, factaraidh, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh boireann, obraiche-factaraidh boireann: tòna meadhanach a’ chraicinn, tionaladh, tè, tòna meadhanach a’ chraicinn
👩🏾‍🏭	boireannach, factaraidh, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh boireann, obraiche-factaraidh boireann: tòna meadhanach doilleir a’ chraicinn, tionaladh, tè, tòna meadhanach doilleir a’ chraicinn
👩🏿‍🏭	boireannach, factaraidh, gnìomhachas, neach-obrach, obraiche, obraiche-factaraidh boireann, obraiche-factaraidh boireann: tòna doilleir a’ chraicinn, tionaladh, tè, tòna doilleir a’ chraicinn
👨‍💼	ailtire, duine, fear, fireannach, gnothachas, gnìomhachas manaidsear, obraiche-oifis fireann, oifis
👨🏻‍💼	ailtire, duine, fear, fireannach, gnothachas, gnìomhachas manaidsear, obraiche-oifis fireann, obraiche-oifis fireann: tòna soilleir a’ chraicinn, oifis, tòna soilleir a’ chraicinn
👨🏼‍💼	ailtire, duine, fear, fireannach, gnothachas, gnìomhachas manaidsear, obraiche-oifis fireann, obraiche-oifis fireann: tòna meadhanach soilleir a’ chraicinn, oifis, tòna meadhanach soilleir a’ chraicinn
👨🏽‍💼	ailtire, duine, fear, fireannach, gnothachas, gnìomhachas manaidsear, obraiche-oifis fireann, obraiche-oifis fireann: tòna meadhanach a’ chraicinn, oifis, tòna meadhanach a’ chraicinn
👨🏾‍💼	ailtire, duine, fear, fireannach, gnothachas, gnìomhachas manaidsear, obraiche-oifis fireann, obraiche-oifis fireann: tòna meadhanach doilleir a’ chraicinn, oifis, tòna meadhanach doilleir a’ chraicinn
👨🏿‍💼	ailtire, duine, fear, fireannach, gnothachas, gnìomhachas manaidsear, obraiche-oifis fireann, obraiche-oifis fireann: tòna doilleir a’ chraicinn, oifis, tòna doilleir a’ chraicinn
👩‍💼	ailtire, boireannach, gnothachas, gnìomhachas manaidsear, obraiche-oifis boireann, oifis, tè
👩🏻‍💼	ailtire, boireannach, gnothachas, gnìomhachas manaidsear, obraiche-oifis boireann, obraiche-oifis boireann: tòna soilleir a’ chraicinn, oifis, tè, tòna soilleir a’ chraicinn
