😀	bahagia, gembira, muka, senang, wajah, wajah gembira
💁🏾‍♀	bantuan, isyarat, perempuan, tangan, wanita menengadahkan tangan, wanita menengadahkan tangan: warna kulit gelap-sedang, warna kulit gelap-sedang
💁🏿‍♀	bantuan, isyarat, perempuan, tangan, wanita menengadahkan tangan, wanita menengadahkan tangan: warna kulit gelap, warna kulit gelap
🙋	angkat, gerakan, orang mengangkat tangan, senang, tangan
🙋🏻	angkat, gerakan, orang mengangkat tangan, orang mengangkat tangan: warna kulit cerah, senang, tangan, warna kulit cerah
🙋🏼	angkat, gerakan, orang mengangkat tangan, orang mengangkat tangan: warna kulit cerah-sedang, senang, tangan, warna kulit cerah-sedang
🙋🏽	angkat, gerakan, orang mengangkat tangan, orang mengangkat tangan: warna kulit sedang, senang, tangan, warna kulit sedang
🙋🏾	angkat, gerakan, orang mengangkat tangan, orang mengangkat tangan: warna kulit gelap-sedang, senang, tangan, warna kulit gelap-sedang
🙋🏿	angkat, gerakan, orang mengangkat tangan, orang mengangkat tangan: warna kulit gelap, senang, tangan, warna kulit gelap
🙋‍♂	angkat, isyarat, laki-laki, pria mengangkat tangan, tangan
🙋🏻‍♂	angkat, isyarat, laki-laki, pria mengangkat tangan, pria mengangkat tangan: warna kulit cerah, tangan, warna kulit cerah
🙋🏼‍♂	angkat, isyarat, laki-laki, pria mengangkat tangan, pria mengangkat tangan: warna kulit cerah-sedang, tangan, warna kulit cerah-sedang
🙋🏽‍♂	angkat, isyarat, laki-laki, pria mengangkat tangan, pria mengangkat tangan: warna kulit sedang, tangan, warna kulit sedang
🙋🏾‍♂	angkat, isyarat, laki-laki, pria mengangkat tangan, pria mengangkat tangan: warna kulit gelap-sedang, tangan, warna kulit gelap-sedang
🙋🏿‍♂	angkat, isyarat, laki-laki, pria mengangkat tangan, pria mengangkat tangan: warna kulit gelap, tangan, warna kulit gelap
🙋‍♀	angkat, isyarat, perempuan, tangan, wanita mengangkat tangan
🙋🏻‍♀	angkat, isyarat, perempuan, tangan, wanita mengangkat tangan, wanita mengangkat tangan: warna kulit cerah, warna kulit cerah
🙋🏼‍♀	angkat, isyarat, perempuan, tangan, wanita mengangkat tangan, wanita mengangkat tangan: warna kulit cerah-sedang, warna kulit cerah-sedang
🙋🏽‍♀	angkat, isyarat, perempuan, tangan, wanita mengangkat tangan, wanita mengangkat tangan: warna kulit sedang, warna kulit sedang
🙋🏾‍♀	angkat, isyarat, perempuan, tangan, wanita mengangkat tangan, wanita mengangkat tangan: warna kulit gelap-sedang, warna kulit gelap-sedang
🙋🏿‍♀	angkat, isyarat, perempuan, tangan, wanita mengangkat tangan, wanita mengangkat tangan: warna kulit gelap, warna kulit gelap
🧏	aksesibilitas, dengar, kuping, orang tuli, telinga, tuli, tunarungu
🧏🏻	aksesibilitas, dengar, kuping, orang tuli, orang tuli: warna kulit cerah, telinga, tuli, tunarungu, warna kulit cerah
🧏🏼	aksesibilitas, dengar, kuping, orang tuli, orang tuli: warna kulit cerah-sedang, telinga, tuli, tunarungu, warna kulit cerah-sedang
🧏🏽	aksesibilitas, dengar, kuping, orang tuli, orang tuli: warna kulit sedang, telinga, tuli, tunarungu, warna kulit sedang
🧏🏾	aksesibilitas, dengar, kuping, orang tuli, orang tuli: warna kulit gelap-sedang, telinga, tuli, tunarungu, warna kulit gelap-sedang
🧏🏿	aksesibilitas, dengar, kuping, orang tuli, orang tuli: warna kulit gelap, telinga, tuli, tunarungu, warna kulit gelap
🧏‍♂	lelaki, pria, pria tuli, tuli, tunarungu
🧏🏻‍♂	lelaki, pria, pria tuli: warna kulit cerah, tuli, tunarungu, warna kulit cerah
🧏🏼‍♂	lelaki, pria, pria tuli: warna kulit cerah-sedang, tuli, tunarungu, warna kulit cerah-sedang
🧏🏽‍♂	lelaki, pria, pria tuli: warna kulit sedang, tuli, tunarungu, warna kulit sedang
🧏🏾‍♂	lelaki, pria, pria tuli: warna kulit gelap-sedang, tuli, tunarungu, warna kulit gelap-sedang
🧏🏿‍♂	lelaki, pria, pria tuli: warna kulit gelap, tuli, tunarungu, warna kulit gelap
🧏‍♀	perempuan, tuli, tunarungu, wanita, wanita tuli
🧏🏻‍♀	perempuan, tuli, tunarungu, wanita, wanita tuli: warna kulit cerah, warna kulit cerah
🧏🏼‍♀	perempuan, tuli, tunarungu, wanita, wanita tuli: warna kulit cerah-sedang, warna kulit cerah-sedang
🧏🏽‍♀	perempuan, tuli, tunarungu, wanita, wanita tuli: warna kulit sedang, warna kulit sedang
🧏🏾‍♀	perempuan, tuli, tunarungu, wanita, wanita tuli: warna kulit gelap-sedang, warna kulit gelap-sedang
🧏🏿‍♀	perempuan, tuli, tunarungu, wanita, wanita tuli: warna kulit gelap, warna kulit gelap
🙇	bungkuk, gerakan, maaf, nunduk, orang membungkuk, sori, tunduk
🙇🏻	bungkuk, gerakan, maaf, nunduk, orang membungkuk, orang membungkuk: warna kulit cerah, sori, tunduk, warna kulit cerah
🙇🏼	bungkuk, gerakan, maaf, nunduk, orang membungkuk, orang membungkuk: warna kulit cerah-sedang, sori, tunduk, warna kulit cerah-sedang
🙇🏽	bungkuk, gerakan, maaf, nunduk, orang membungkuk, orang membungkuk: warna kulit sedang, sori, tunduk, warna kulit sedang
🙇🏾	bungkuk, gerakan, maaf, nunduk, orang membungkuk, orang membungkuk: warna kulit gelap-sedang, sori, tunduk, warna kulit gelap-sedang
🙇🏿	bungkuk, gerakan, maaf, nunduk, orang membungkuk, orang membungkuk: warna kulit gelap, sori, tunduk, warna kulit gelap
🙇‍♂	isyarat, laki-laki, maaf, pria membungkuk
🙇🏻‍♂	isyarat, laki-laki, maaf, pria membungkuk, pria membungkuk: warna kulit cerah, warna kulit cerah
🙇🏼‍♂	isyarat, laki-laki, maaf, pria membungkuk, pria membungkuk: warna kulit cerah-sedang, warna kulit cerah-sedang
🙇🏽‍♂	isyarat, laki-laki, maaf, pria membungkuk, pria membungkuk: warna kulit sedang, warna kulit sedang
🙇🏾‍♂	isyarat, laki-laki, maaf, pria membungkuk, pria membungkuk: warna kulit gelap-sedang, warna kulit gelap-sedang
🙇🏿‍♂	isyarat, laki-laki, maaf, pria membungkuk, pria membungkuk: warna kulit gelap, warna kulit gelap
🙇‍♀	isyarat, maaf, perempuan, wanita membungkuk
🙇🏻‍♀	isyarat, maaf, perempuan, wanita membungkuk, wanita membungkuk: warna kulit cerah, warna kulit cerah
🙇🏼‍♀	isyarat, maaf, perempuan, wanita membungkuk, wanita membungkuk: warna kulit cerah-sedang, warna kulit cerah-sedang
🙇🏽‍♀	isyarat, maaf, perempuan, wanita membungkuk, wanita membungkuk: warna kulit sedang, warna kulit sedang
🙇🏾‍♀	isyarat, maaf, perempuan, wanita membungkuk, wanita membungkuk: warna kulit gelap-sedang, warna kulit gelap-sedang
🙇🏿‍♀	isyarat, maaf, perempuan, wanita membungkuk, wanita membungkuk: warna kulit gelap, warna kulit gelap
🤦	cape deh, capedeh, capek deh, orang tepuk jidat, tepuk jidat, yah
🤦🏻	cape deh, capedeh, capek deh, orang tepuk jidat, orang tepuk jidat: warna kulit cerah, tepuk jidat, warna kulit cerah, yah
🤦🏼	cape deh, capedeh, capek deh, orang tepuk jidat, orang tepuk jidat: warna kulit cerah-sedang, tepuk jidat, warna kulit cerah-sedang, yah
🤦🏽	cape deh, capedeh, capek deh, orang tepuk jidat, orang tepuk jidat: warna kulit sedang, tepuk jidat, warna kulit sedang, yah
🤦🏾	cape deh, capedeh, capek deh, orang tepuk jidat, orang tepuk jidat: warna kulit gelap-sedang, tepuk jidat, warna kulit gelap-sedang, yah
🤦🏿	cape deh, capedeh, capek deh, orang tepuk jidat, orang tepuk jidat: warna kulit gelap, tepuk jidat, warna kulit gelap, yah
🤦‍♂	isyarat, jidat, laki-laki, pria tepuk jidat, tangan
🤦🏻‍♂	isyarat, jidat, laki-laki, pria tepuk jidat, pria tepuk jidat: warna kulit cerah, tangan, warna kulit cerah
🤦🏼‍♂	isyarat, jidat, laki-laki, pria tepuk jidat, pria tepuk jidat: warna kulit cerah-sedang, tangan, warna kulit cerah-sedang
🤦🏽‍♂	isyarat, jidat, laki-laki, pria tepuk jidat, pria tepuk jidat: warna kulit sedang, tangan, warna kulit sedang
🤦🏾‍♂	isyarat, jidat, laki-laki, pria tepuk jidat, pria tepuk jidat: warna kulit gelap-sedang, tangan, warna kulit gelap-sedang
🤦🏿‍♂	isyarat, jidat, laki-laki, pria tepuk jidat, pria tepuk jidat: warna kulit gelap, tangan, warna kulit gelap
🤦‍♀	isyarat, jidat, perempuan, tangan, wanita tepuk jidat
🤦🏻‍♀	isyarat, jidat, perempuan, tangan, wanita tepuk jidat, wanita tepuk jidat: warna kulit cerah, warna kulit cerah
🤦🏼‍♀	isyarat, jidat, perempuan, tangan, wanita tepuk jidat, wanita tepuk jidat: warna kulit cerah-sedang, warna kulit cerah-sedang
🤦🏽‍♀	isyarat, jidat, perempuan, tangan, wanita tepuk jidat, wanita tepuk jidat: warna kulit sedang, warna kulit sedang
🤦🏾‍♀	isyarat, jidat, perempuan, tangan, wanita tepuk jidat, wanita tepuk jidat: warna kulit gelap-sedang, warna kulit gelap-sedang
🤦🏿‍♀	isyarat, jidat, perempuan, tangan, wanita tepuk jidat, wanita tepuk jidat: warna kulit gelap, warna kulit gelap
🤷	bingung, entah, nggak tahu, orang mengangkat bahu, tidak tahu
🤷🏻	bingung, entah, nggak tahu, orang mengangkat bahu, orang mengangkat bahu: warna kulit cerah, tidak tahu, warna kulit cerah
🤷🏼	bingung, entah, nggak tahu, orang mengangkat bahu, orang mengangkat bahu: warna kulit cerah-sedang, tidak tahu, warna kulit cerah-sedang
🤷🏽	bingung, entah, nggak tahu, orang mengangkat bahu, orang mengangkat bahu: warna kulit sedang, tidak tahu, warna kulit sedang
🤷🏾	bingung, entah, nggak tahu, orang mengangkat bahu, orang mengangkat bahu: warna kulit gelap-sedang, tidak tahu, warna kulit gelap-sedang
🤷🏿	bingung, entah, nggak tahu, orang mengangkat bahu, orang mengangkat bahu: warna kulit gelap, tidak tahu, warna kulit gelap
🤷‍♂	angkat, bahu, isyarat, laki-laki, pria mengangkat bahu
🤷🏻‍♂	angkat, bahu, isyarat, laki-laki, pria mengangkat bahu, pria mengangkat bahu: warna kulit cerah, warna kulit cerah
🤷🏼‍♂	angkat, bahu, isyarat, laki-laki, pria mengangkat bahu, pria mengangkat bahu: warna kulit cerah-sedang, warna kulit cerah-sedang
🤷🏽‍♂	angkat, bahu, isyarat, laki-laki, pria mengangkat bahu, pria mengangkat bahu: warna kulit sedang, warna kulit sedang
🤷🏾‍♂	angkat, bahu, isyarat, laki-laki, pria mengangkat bahu, pria mengangkat bahu: warna kulit gelap-sedang, warna kulit gelap-sedang
🤷🏿‍♂	angkat, bahu, isyarat, laki-laki, pria mengangkat bahu, pria mengangkat bahu: warna kulit gelap, warna kulit gelap
🤷‍♀	angkat, bahu, isyarat, perempuan, wanita mengangkat bahu
🤷🏻‍♀	angkat, bahu, isyarat, perempuan, wanita mengangkat bahu, wanita mengangkat bahu: warna kulit cerah, warna kulit cerah
🤷🏼‍♀	angkat, bahu, isyarat, perempuan, wanita mengangkat bahu, wanita mengangkat bahu: warna kulit cerah-sedang, warna kulit cerah-sedang
🤷🏽‍♀	angkat, bahu, isyarat, perempuan, wanita mengangkat bahu, wanita mengangkat bahu: warna kulit sedang, warna kulit sedang
🤷🏾‍♀	angkat, bahu, isyarat, perempuan, wanita mengangkat bahu, wanita mengangkat bahu: warna kulit gelap-sedang, warna kulit gelap-sedang
🤷🏿‍♀	angkat, bahu, isyarat, perempuan, wanita mengangkat bahu, wanita mengangkat bahu: warna kulit gelap, warna kulit gelap
👨‍⚕	dokter, laki-laki, pekerja kesehatan pria, perawatan kesehatan
👨🏻‍⚕	dokter, laki-laki, pekerja kesehatan pria, pekerja kesehatan pria: warna kulit cerah, perawatan kesehatan, warna kulit cerah
👨🏼‍⚕	dokter, laki-laki, pekerja kesehatan pria, pekerja kesehatan pria: warna kulit cerah-sedang, perawatan kesehatan, warna kulit cerah-sedang
👨🏽‍⚕	dokter, laki-laki, pekerja kesehatan pria, pekerja kesehatan pria: warna kulit sedang, perawatan kesehatan, warna kulit sedang
👨🏾‍⚕	dokter, laki-laki, pekerja kesehatan pria, pekerja kesehatan pria: warna kulit gelap-sedang, perawatan kesehatan, warna kulit gelap-sedang
👨🏿‍⚕	dokter, laki-laki, pekerja kesehatan pria, pekerja kesehatan pria: warna kulit gelap, perawatan kesehatan, warna kulit gelap
👩‍⚕	dokter, pekerja kesehatan wanita, perawatan kesehatan, perempuan
👩🏻‍⚕	dokter, pekerja kesehatan wanita, pekerja kesehatan wanita: warna kulit cerah, perawatan kesehatan, perempuan, warna kulit cerah
👩🏼‍⚕	dokter, pekerja kesehatan wanita, pekerja kesehatan wanita: warna kulit cerah-sedang, perawatan kesehatan, perempuan, warna kulit cerah-sedang
👩🏽‍⚕	dokter, pekerja kesehatan wanita, pekerja kesehatan wanita: warna kulit sedang, perawatan kesehatan, perempuan, warna kulit sedang
👩🏾‍⚕	dokter, pekerja kesehatan wanita, pekerja kesehatan wanita: warna kulit gelap-sedang, perawatan kesehatan, perempuan, warna kulit gelap-sedang
👩🏿‍⚕	dokter, pekerja kesehatan wanita, pekerja kesehatan wanita: warna kulit gelap, perawatan kesehatan, perempuan, warna kulit gelap
👨‍🎓	laki-laki, sarjana pria, toga, universitas, wisuda
👨🏻‍🎓	laki-laki, sarjana pria, sarjana pria: warna kulit cerah, toga, universitas, warna kulit cerah, wisuda
👨🏼‍🎓	laki-laki, sarjana pria, sarjana pria: warna kulit cerah-sedang, toga, universitas, warna kulit cerah-sedang, wisuda
👨🏽‍🎓	laki-laki, sarjana pria, sarjana pria: warna kulit sedang, toga, universitas, warna kulit sedang, wisuda
👨🏾‍🎓	laki-laki, sarjana pria, sarjana pria: warna kulit gelap-sedang, toga, universitas, warna kulit gelap-sedang, wisuda
👨🏿‍🎓	laki-laki, sarjana pria, sarjana pria: warna kulit gelap, toga, universitas, warna kulit gelap, wisuda
👩‍🎓	perempuan, sarjana wanita, toga, universitas, wisuda
👩🏻‍🎓	perempuan, sarjana wanita, sarjana wanita: warna kulit cerah, toga, universitas, warna kulit cerah, wisuda
👩🏼‍🎓	perempuan, sarjana wanita, sarjana wanita: warna kulit cerah-sedang, toga, universitas, warna kulit cerah-sedang, wisuda
👩🏽‍🎓	perempuan, sarjana wanita, sarjana wanita: warna kulit sedang, toga, universitas, warna kulit sedang, wisuda
👩🏾‍🎓	perempuan, sarjana wanita, sarjana wanita: warna kulit gelap-sedang, toga, universitas, warna kulit gelap-sedang, wisuda
👩🏿‍🎓	perempuan, sarjana wanita, sarjana wanita: warna kulit gelap, toga, universitas, warna kulit gelap, wisuda
👨‍🏫	laki-laki, pengajar, pengajar pria, sekolah
👨🏻‍🏫	laki-laki, pengajar, pengajar pria, pengajar pria: warna kulit cerah, sekolah, warna kulit cerah
👨🏼‍🏫	laki-laki, pengajar, pengajar pria, pengajar pria: warna kulit cerah-sedang, sekolah, warna kulit cerah-sedang
👨🏽‍🏫	laki-laki, pengajar, pengajar pria, pengajar pria: warna kulit sedang, sekolah, warna kulit sedang
👨🏾‍🏫	laki-laki, pengajar, pengajar pria, pengajar pria: warna kulit gelap-sedang, sekolah, warna kulit gelap-sedang
👨🏿‍🏫	laki-laki, pengajar, pengajar pria, pengajar pria: warna kulit gelap, sekolah, warna kulit gelap
👩‍🏫	pengajar, pengajar wanita, perempuan, sekolah
👩🏻‍🏫	pengajar, pengajar wanita, pengajar wanita: warna kulit cerah, perempuan, sekolah, warna kulit cerah
👩🏼‍🏫	pengajar, pengajar wanita, pengajar wanita: warna kulit cerah-sedang, perempuan, sekolah, warna kulit cerah-sedang
👩🏽‍🏫	pengajar, pengajar wanita, pengajar wanita: warna kulit sedang, perempuan, sekolah, warna kulit sedang
👩🏾‍🏫	pengajar, pengajar wanita, pengajar wanita: warna kulit gelap-sedang, perempuan, sekolah, warna kulit gelap-sedang
👩🏿‍🏫	pengajar, pengajar wanita, pengajar wanita: warna kulit gelap, perempuan, sekolah, warna kulit gelap
👨‍⚖	hakim pria, hukum, laki-laki, pengadilan
👨🏻‍⚖	hakim pria, hakim pria: warna kulit cerah, hukum, laki-laki, pengadilan, warna kulit cerah
👨🏼‍⚖	hakim pria, hakim pria: warna kulit cerah-sedang, hukum, laki-laki, pengadilan, warna kulit cerah-sedang
👨🏽‍⚖	hakim pria, hakim pria: warna kulit sedang, hukum, laki-laki, pengadilan, warna kulit sedang
👨🏾‍⚖	hakim pria, hakim pria: warna kulit gelap-sedang, hukum, laki-laki, pengadilan, warna kulit gelap-sedang
👨🏿‍⚖	hakim pria, hakim pria: warna kulit gelap, hukum, laki-laki, pengadilan, warna kulit gelap
👩‍⚖	hakim wanita, hukum, pengadilan, perempuan
👩🏻‍⚖	hakim wanita, hakim wanita: warna kulit cerah, hukum, pengadilan, perempuan, warna kulit cerah
👩🏼‍⚖	hakim wanita, hakim wanita: warna kulit cerah-sedang, hukum, pengadilan, perempuan, warna kulit cerah-sedang
👩🏽‍⚖	hakim wanita, hakim wanita: warna kulit sedang, hukum, pengadilan, perempuan, warna kulit sedang
👩🏾‍⚖	hakim wanita, hakim wanita: warna kulit gelap-sedang, hukum, pengadilan, perempuan, warna kulit gelap-sedang
👩🏿‍⚖	hakim wanita, hakim wanita: warna kulit gelap, hukum, pengadilan, perempuan, warna kulit gelap
👨‍🌾	laki-laki, padi, petani pria, sawah
👨🏻‍🌾	laki-laki, padi, petani pria, petani pria: warna kulit cerah, sawah, warna kulit cerah
👨🏼‍🌾	laki-laki, padi, petani pria, petani pria: warna kulit cerah-sedang, sawah, warna kulit cerah-sedang
👨🏽‍🌾	laki-laki, padi, petani pria, petani pria: warna kulit sedang, sawah, warna kulit sedang
👨🏾‍🌾	laki-laki, padi, petani pria, petani pria: warna kulit gelap-sedang, sawah, warna kulit gelap-sedang
👨🏿‍🌾	laki-laki, padi, petani pria, petani pria: warna kulit gelap, sawah, warna kulit gelap
👩‍🌾	padi, perempuan, petani wanita, sawah
👩🏻‍🌾	padi, perempuan, petani wanita, petani wanita: warna kulit cerah, sawah, warna kulit cerah
👩🏼‍🌾	padi, perempuan, petani wanita, petani wanita: warna kulit cerah-sedang, sawah, warna kulit cerah-sedang
👩🏽‍🌾	padi, perempuan, petani wanita, petani wanita: warna kulit sedang, sawah, warna kulit sedang
👩🏾‍🌾	padi, perempuan, petani wanita, petani wanita: warna kulit gelap-sedang, sawah, warna kulit gelap-sedang
👩🏿‍🌾	padi, perempuan, petani wanita, petani wanita: warna kulit gelap, sawah, warna kulit gelap
👨‍🍳	dapur, koki pria, laki-laki, memasak
👨🏻‍🍳	dapur, koki pria, koki pria: warna kulit cerah, laki-laki, memasak, warna kulit cerah
👨🏼‍🍳	dapur, koki pria, koki pria: warna kulit cerah-sedang, laki-laki, memasak, warna kulit cerah-sedang
👨🏽‍🍳	dapur, koki pria, koki pria: warna kulit sedang, laki-laki, memasak, warna kulit sedang
👨🏾‍🍳	dapur, koki pria, koki pria: warna kulit gelap-sedang, laki-laki, memasak, warna kulit gelap-sedang
👨🏿‍🍳	dapur, koki pria, koki pria: warna kulit gelap, laki-laki, memasak, warna kulit gelap
👩‍🍳	dapur, koki wanita, memasak, perempuan
👩🏻‍🍳	dapur, koki wanita, koki wanita: warna kulit cerah, memasak, perempuan, warna kulit cerah
👩🏼‍🍳	dapur, koki wanita, koki wanita: warna kulit cerah-sedang, memasak, perempuan, warna kulit cerah-sedang
👩🏽‍🍳	dapur, koki wanita, koki wanita: warna kulit sedang, memasak, perempuan, warna kulit sedang
👩🏾‍🍳	dapur, koki wanita, koki wanita: warna kulit gelap-sedang, memasak, perempuan, warna kulit gelap-sedang
👩🏿‍🍳	dapur, koki wanita, koki wanita: warna kulit gelap, memasak, perempuan, warna kulit gelap
👨‍🔧	laki-laki, montir pria, perbaikan, tukang
👨🏻‍🔧	laki-laki, montir pria, montir pria: warna kulit cerah, perbaikan, tukang, warna kulit cerah
👨🏼‍🔧	laki-laki, montir pria, montir pria: warna kulit cerah-sedang, perbaikan, tukang, warna kulit cerah-sedang
👨🏽‍🔧	laki-laki, montir pria, montir pria: warna kulit sedang, perbaikan, tukang, warna kulit sedang
👨🏾‍🔧	laki-laki, montir pria, montir pria: warna kulit gelap-sedang, perbaikan, tukang, warna kulit gelap-sedang
👨🏿‍🔧	laki-laki, montir pria, montir pria: warna kulit gelap, perbaikan, tukang, warna kulit gelap
👩‍🔧	montir wanita, perbaikan, perempuan, tukang
👩🏻‍🔧	montir wanita, montir wanita: warna kulit cerah, perbaikan, perempuan, tukang, warna kulit cerah
👩🏼‍🔧	montir wanita, montir wanita: warna kulit cerah-sedang, perbaikan, perempuan, tukang, warna kulit cerah-sedang
👩🏽‍🔧	montir wanita, montir wanita: warna kulit sedang, perbaikan, perempuan, tukang, warna kulit sedang
👩🏾‍🔧	montir wanita, montir wanita: warna kulit gelap-sedang, perbaikan, perempuan, tukang, warna kulit gelap-sedang
👩🏿‍🔧	montir wanita, montir wanita: warna kulit gelap, perbaikan, perempuan, tukang, warna kulit gelap
👨‍🏭	laki-laki, pabrik, pekerja, pekerja pabrik pria
👨🏻‍🏭	laki-laki, pabrik, pekerja, pekerja pabrik pria, pekerja pabrik pria: warna kulit cerah, warna kulit cerah
👨🏼‍🏭	laki-laki, pabrik, pekerja, pekerja pabrik pria, pekerja pabrik pria: warna kulit cerah-sedang, warna kulit cerah-sedang
👨🏽‍🏭	laki-laki, pabrik, pekerja, pekerja pabrik pria, pekerja pabrik pria: warna kulit sedang, warna kulit sedang
👨🏾‍🏭	laki-laki, pabrik, pekerja, pekerja pabrik pria, pekerja pabrik pria: warna kulit gelap-sedang, warna kulit gelap-sedang
👨🏿‍🏭	laki-laki, pabrik, pekerja, pekerja pabrik pria, pekerja pabrik pria: warna kulit gelap, warna kulit gelap
👩‍🏭	pabrik, pekerja, pekerja pabrik wanita, perempuan
👩🏻‍🏭	pabrik, pekerja, pekerja pabrik wanita, pekerja pabrik wanita: warna kulit cerah, perempuan, warna kulit cerah
👩🏼‍🏭	pabrik, pekerja, pekerja pabrik wanita, pekerja pabrik wanita: warna kulit cerah-sedang, perempuan, warna kulit cerah-sedang
👩🏽‍🏭	pabrik, pekerja, pekerja pabrik wanita, pekerja pabrik wanita: warna kulit sedang, perempuan, warna kulit sedang
👩🏾‍🏭	pabrik, pekerja, pekerja pabrik wanita, pekerja pabrik wanita: warna kulit gelap-sedang, perempuan, warna kulit gelap-sedang
👩🏿‍🏭	pabrik, pekerja, pekerja pabrik wanita, pekerja pabrik wanita: warna kulit gelap, perempuan, warna kulit gelap
👨‍💼	kantor, karyawan, laki-laki, pekerja kantor pria
👨🏻‍💼	kantor, karyawan, laki-laki, pekerja kantor pria, pekerja kantor pria: warna kulit cerah, warna kulit cerah
👨🏼‍💼	kantor, karyawan, laki-laki, pekerja kantor pria, pekerja kantor pria: warna kulit cerah-sedang, warna kulit cerah-sedang
👨🏽‍💼	kantor, karyawan, laki-laki, pekerja kantor pria, pekerja kantor pria: warna kulit sedang, warna kulit sedang
👨🏾‍💼	kantor, karyawan, laki-laki, pekerja kantor pria, pekerja kantor pria: warna kulit gelap-sedang, warna kulit gelap-sedang
👨🏿‍💼	kantor, karyawan, laki-laki, pekerja kantor pria, pekerja kantor pria: warna kulit gelap, warna kulit gelap
👩‍💼	kantor, karyawan, pekerja kantor wanita, perempuan
👩🏻‍💼	kantor, karyawan, pekerja kantor wanita, pekerja kantor wanita: warna kulit cerah, perempuan, warna kulit cerah
👩🏼‍💼	kantor, karyawan, pekerja kantor wanita, pekerja kantor wanita: warna kulit cerah-sedang, perempuan, warna kulit cerah-sedang
👩🏽‍💼	kantor, karyawan, pekerja kantor wanita, pekerja kantor wanita: warna kulit sedang, perempuan, warna kulit sedang
👩🏾‍💼	kantor, karyawan, pekerja kantor wanita, pekerja kantor wanita: warna kulit gelap-sedang, perempuan, warna kulit gelap-sedang
👩🏿‍💼	kantor, karyawan, pekerja kantor wanita, pekerja kantor wanita: warna kulit gelap, perempuan, warna kulit gelap
👨‍🔬	ilmuwan pria, laboratorium, laki-laki, sains
👨🏻‍🔬	ilmuwan pria, ilmuwan pria: warna kulit cerah, laboratorium, laki-laki, sains, warna kulit cerah
👨🏼‍🔬	ilmuwan pria, ilmuwan pria: warna kulit cerah-sedang, laboratorium, laki-laki, sains, warna kulit cerah-sedang
👨🏽‍🔬	ilmuwan pria, ilmuwan pria: warna kulit sedang, laboratorium, laki-laki, sains, warna kulit sedang
👨🏾‍🔬	ilmuwan pria, ilmuwan pria: warna kulit gelap-sedang, laboratorium, laki-laki, sains, warna kulit gelap-sedang
👨🏿‍🔬	ilmuwan pria, ilmuwan pria: warna kulit gelap, laboratorium, laki-laki, sains, warna kulit gelap
👩‍🔬	ilmuwan wanita, laboratorium, perempuan, sains
👩🏻‍🔬	ilmuwan wanita, ilmuwan wanita: warna kulit cerah, laboratorium, perempuan, sains, warna kulit cerah
👩🏼‍🔬	ilmuwan wanita, ilmuwan wanita: warna kulit cerah-sedang, laboratorium, perempuan, sains, warna kulit cerah-sedang
👩🏽‍🔬	ilmuwan wanita, ilmuwan wanita: warna kulit sedang, laboratorium, perempuan, sains, warna kulit sedang
👩🏾‍🔬	ilmuwan wanita, ilmuwan wanita: warna kulit gelap-sedang, laboratorium, perempuan, sains, warna kulit gelap-sedang
👩🏿‍🔬	ilmuwan wanita, ilmuwan wanita: warna kulit gelap, laboratorium, perempuan, sains, warna kulit gelap
👨‍💻	ahli teknologi pria, komputer, laki-laki, teknologi
👨🏻‍💻	ahli teknologi pria, ahli teknologi pria: warna kulit cerah, komputer, laki-laki, teknologi, warna kulit cerah
👨🏼‍💻	ahli teknologi pria, ahli teknologi pria: warna kulit cerah-sedang, komputer, laki-laki, teknologi, warna kulit cerah-sedang
👨🏽‍💻	ahli teknologi pria, ahli teknologi pria: warna kulit sedang, komputer, laki-laki, teknologi, warna kulit sedang
👨🏾‍💻	ahli teknologi pria, ahli teknologi pria: warna kulit gelap-sedang, komputer, laki-laki, teknologi, warna kulit gelap-sedang
👨🏿‍💻	ahli teknologi pria, ahli teknologi pria: warna kulit gelap, komputer, laki-laki, teknologi, warna kulit gelap
👩‍💻	ahli teknologi wanita, komputer, perempuan, teknologi
👩🏻‍💻	ahli teknologi wanita, ahli teknologi wanita: warna kulit cerah, komputer, perempuan, teknologi, warna kulit cerah
👩🏼‍💻	ahli teknologi wanita, ahli teknologi wanita: warna kulit cerah-sedang, komputer, perempuan, teknologi, warna kulit cerah-sedang
👩🏽‍💻	ahli teknologi wanita, ahli teknologi wanita: warna kulit sedang, komputer, perempuan, teknologi, warna kulit sedang
👩🏾‍💻	ahli teknologi wanita, ahli teknologi wanita: warna kulit gelap-sedang, komputer, perempuan, teknologi, warna kulit gelap-sedang
👩🏿‍💻	ahli teknologi wanita, ahli teknologi wanita: warna kulit gelap, komputer, perempuan, teknologi, warna kulit gelap
👨‍🎤	lagu, laki-laki, penyanyi pria, suara
👨🏻‍🎤	lagu, laki-laki, penyanyi pria, penyanyi pria: warna kulit cerah, suara, warna kulit cerah
👨🏼‍🎤	lagu, laki-laki, penyanyi pria, penyanyi pria: warna kulit cerah-sedang, suara, warna kulit cerah-sedang
👨🏽‍🎤	lagu, laki-laki, penyanyi pria, penyanyi pria: warna kulit sedang, suara, warna kulit sedang
👨🏾‍🎤	lagu, laki-laki, penyanyi pria, penyanyi pria: warna kulit gelap-sedang, suara, warna kulit gelap-sedang
👨🏿‍🎤	lagu, laki-laki, penyanyi pria, penyanyi pria: warna kulit gelap, suara, warna kulit gelap
